cohort,seed,candidate_build,published_build,PlayerID,status,Name,Team,Age,Baseline,CandidateMeanDelta,PublishedMeanDelta,DeltaDifference,CandidateMeanOvr,PublishedMeanOvr,OvrDifference,CandidateStdDelta,PublishedStdDelta
sample,7,20260919031638,20260919031639,258,shared,Gordon Hayward,UTA,28,73.0,-0.16,0.99,-1.15,72.84,73.99,-1.1499999999999915,0.8494799359703333,1.010000500049881
sample,7,20260919031638,20260919031639,265,shared,Roy Hibbert,SA,32,61.0,-1.2,-1.46,0.26,59.8,59.54,0.259999999999998,0.9949366763261822,0.7166138105949073
sample,7,20260919031638,20260919031639,269,shared,George Hill,GSW,32,54.0,-1.87,-2.66,0.79,52.13,51.34,0.7899999999999991,1.9209372712298547,1.4014422585466741
sample,7,20260919031638,20260919031639,271,shared,Jordan Hill,DAL,31,61.0,-1.06,-1.23,0.16999999999999993,59.94,59.77,0.1699999999999946,0.7890667035341579,0.8510836823388369
sample,7,20260919031638,20260919031639,274,shared,Jrue Holiday (PO),CLE,28,71.0,0.27,0.52,-0.25,71.27,71.52,-0.25,0.8022065529122494,0.6739001514626733
sample,7,20260919031638,20260919031639,277,shared,Al Horford,DAL,32,61.0,-0.42,-0.12,-0.3,60.58,60.88,-0.30000000000000426,0.9553676113032473,0.6400757530925302
sample,7,20260919031638,20260919031639,280,shared,Dwight Howard (PO),WAS,33,74.0,-0.29,-0.3,0.010000000000000009,73.71,73.7,0.009999999999990905,0.7823172003862641,0.6741998624632421
sample,7,20260919031638,20260919031639,287,shared,Kris Humphries (PO),NYK,33,57.0,-1.79,-1.54,-0.25,55.21,55.46,-0.25,1.1036669824185226,0.8694593699303009
sample,7,20260919031638,20260919031639,289,shared,Andre Iguodala (PO),LAC,34,65.0,-1.51,-1.15,-0.3600000000000001,63.49,63.85,-0.35999999999999943,0.8818598344843511,0.6723244767373875
sample,7,20260919031638,20260919031639,290,shared,Ersan İlyasova (PO),OKC,31,65.0,-0.49,-0.86,0.37,64.51,64.14,0.37000000000000455,0.8818598344843515,0.7250217690914981
sample,7,20260919031638,20260919031639,291,shared,Kyrie Irving,MIN,26,68.0,2.22,1.19,1.0300000000000002,70.22,69.19,1.0300000000000011,0.8713161993168264,0.6918720031095843
sample,7,20260919031638,20260919031639,295,shared,Jarrett Jack,NOL,35,52.0,-4.5,-6.65,2.1500000000000004,47.5,45.35,2.1499999999999986,1.5986105077709065,1.4381174563233072
sample,7,20260919031638,20260919031639,299,shared,LeBron James (PO),CLE,34,76.0,-0.73,-0.17,-0.5599999999999999,75.27,75.83,-0.5600000000000023,0.7365631354644709,0.47258156262526085
sample,7,20260919031638,20260919031639,303,shared,Al Jefferson (PO),WAS,33,63.0,-1.38,-1.45,0.07000000000000006,61.62,61.55,0.07000000000000028,1.0710138687574065,0.6871842709362767
sample,7,20260919031638,20260919031639,308,shared,Brandon Jennings (PO),IND,29,66.0,0.36,1.27,-0.91,66.36,67.27,-0.9099999999999966,0.7979772407579535,0.708605117199426
sample,7,20260919031638,20260919031639,309,shared,Jonas Jerebko (TO),CHI,31,64.0,-0.83,-0.65,-0.17999999999999994,63.17,63.35,-0.17999999999999972,0.8768054965543265,0.7159792333764037
sample,7,20260919031638,20260919031639,318,shared,James Johnson,HOU,31,58.0,-1.0,-3.04,2.04,57.0,54.96,2.039999999999999,0.9101004495564365,0.5490119683705824
sample,7,20260919031638,20260919031639,320,shared,Joe Johnson (PO),TOR,37,58.0,-3.23,-3.48,0.25,54.77,54.52,0.25,1.2780588184564683,1.0394248603934968
sample,7,20260919031638,20260919031639,332,shared,DeAndre Jordan,SAC,30,58.0,-1.04,-0.25,-0.79,56.96,57.75,-0.7899999999999991,1.0817120735671806,0.821122660899347
sample,7,20260919031638,20260919031639,337,shared,Enes Kanter,LAL,26,66.0,1.4,1.32,0.07999999999999985,67.4,67.32,0.0800000000000125,0.8528028654224418,0.8025212794938238
sample,7,20260919031638,20260919031639,342,shared,Andrei Kirilenko,UTA,37,55.0,-7.4,-7.46,0.05999999999999961,47.6,47.54,0.060000000000002274,1.4702435722070546,1.6962227793458367
sample,7,20260919031638,20260919031639,343,shared,Linas Kleiza (PO),LAL,33,61.0,-2.13,-1.42,-0.71,58.87,59.58,-0.7100000000000009,0.8487066809581681,0.7677857445244405
sample,7,20260919031638,20260919031639,344,shared,Brandon Knight,CHA,27,67.0,0.19,0.66,-0.47000000000000003,67.19,67.66,-0.46999999999999886,0.8250497383231333,0.7415517445863034
sample,7,20260919031638,20260919031639,346,shared,Kosta Koufos (TO),LAC,29,61.0,-0.3,0.88,-1.18,60.7,61.88,-1.1799999999999997,0.9265990819042819,0.6857864319910612
sample,7,20260919031638,20260919031639,350,shared,Ty Lawson,DEN,31,68.0,-0.38,-1.26,0.88,67.62,66.74,0.8800000000000097,0.8619920550853721,0.7992420652017002
sample,7,20260919031638,20260919031639,351,shared,Courtney Lee,SAC,33,57.0,-1.75,-1.51,-0.24,55.25,55.49,-0.240000000000002,1.1838560518556096,0.8586458683722453
sample,7,20260919031638,20260919031639,352,shared,David Lee,DET,35,57.0,-3.23,-4.63,1.4,53.77,52.37,1.4000000000000057,1.4761059883656353,1.345812810613765
sample,7,20260919031638,20260919031639,354,shared,Kawhi Leonard,SA,27,75.0,0.16,0.54,-0.38,75.16,75.54,-0.38000000000000966,0.8612886750783282,0.7023769168568492
sample,7,20260919031638,20260919031639,359,shared,Jeremy Lin,MIA,30,57.0,-0.41,0.19,-0.6,56.59,57.19,-0.5999999999999943,0.9544684913657971,0.7479939501726932
sample,7,20260919031638,20260919031639,361,shared,Brook Lopez (TO),UTA,30,62.0,-1.09,0.91,-2.0,60.91,62.91,-2.0,0.9544684913657973,0.7260659179246174
sample,7,20260919031638,20260919031639,362,shared,Robin Lopez,DET,30,54.0,-1.56,-1.25,-0.31000000000000005,52.44,52.75,-0.3100000000000023,2.383953087464668,1.1838560518556094
sample,7,20260919031638,20260919031639,363,shared,Kevin Love (PO),SAC,30,77.0,0.26,1.3,-1.04,77.26,78.3,-1.039999999999992,0.7333333333333333,0.4605661864718382
sample,7,20260919031638,20260919031639,365,shared,Kyle Lowry,SA,32,65.0,0.16,-0.73,0.89,65.16,64.27,0.8900000000000006,0.8729376850727673,0.8859737552261324
sample,7,20260919031638,20260919031639,381,shared,Kevin Martin (PO),HOU,35,64.0,-1.78,-2.32,0.5399999999999998,62.22,61.68,0.5399999999999991,0.7188655484634641,0.7504880566886613
sample,7,20260919031638,20260919031639,384,shared,Wesley Matthews (PO),WAS,32,64.0,-1.19,-2.03,0.8399999999999999,62.81,61.97,0.8400000000000034,0.8372031359885669,0.7447459060958068
sample,7,20260919031638,20260919031639,387,shared,O.J. Mayo (PO),LAC,31,62.0,-0.75,-1.37,0.6200000000000001,61.25,60.63,0.6199999999999974,0.9782999065065412,0.69128777501037
sample,7,20260919031638,20260919031639,388,shared,Luc Mbah a Moute,MEM,32,53.0,-1.77,-2.13,0.3599999999999999,51.23,50.87,0.35999999999999943,2.17355548223261,1.2444218973426409
sample,7,20260919031638,20260919031639,390,shared,JaVale McGee (PO),MIA,30,60.0,-0.74,0.53,-1.27,59.26,60.53,-1.2700000000000031,0.916955877241692,0.731057073315377
sample,7,20260919031638,20260919031639,397,shared,Jodie Meeks,POR,31,52.0,-1.91,-2.56,0.6500000000000001,50.09,49.44,0.6500000000000057,2.301053777044006,1.3128733235298689
sample,7,20260919031638,20260919031639,406,shared,Paul Millsap (PO),UTA,33,68.0,-1.14,-0.66,-0.47999999999999987,66.86,67.34,-0.480000000000004,0.7388224318864348,0.6391281940932104
sample,7,20260919031638,20260919031639,412,shared,Greg Monroe,UTA,28,56.0,-0.04,1.41,-1.45,55.96,57.41,-1.4499999999999957,1.2785724362536035,1.2316942425255981
sample,7,20260919031638,20260919031639,414,shared,E'Twaun Moore,LAL,29,40.0,-0.01,-3.33,3.3200000000000003,39.99,36.67,3.3200000000000003,5.186413875587726,3.755279112412446
sample,7,20260919031638,20260919031639,416,shared,Darius Morris (PO),WAS,27,59.0,0.1,0.16,-0.06,59.1,59.16,-0.05999999999999517,1.5142421513513922,1.1166327448488544
sample,7,20260919031638,20260919031639,419,shared,Anthony Morrow,OKC,33,57.0,-1.94,-1.75,-0.18999999999999995,55.06,55.25,-0.18999999999999773,1.2128936932440169,0.8333333333333335
sample,7,20260919031638,20260919031639,432,shared,Joakim Noah (PO),MEM,33,62.0,-0.59,-0.18,-0.41,61.41,61.82,-0.4100000000000037,0.9000000000000001,0.7704124567628391
sample,7,20260919031638,20260919031639,434,shared,Steve Novak,DET,35,53.0,-4.05,-5.92,1.87,48.95,47.08,1.8700000000000045,2.664298190609461,1.2924020389580908
sample,7,20260919031638,20260919031639,435,shared,Dirk Nowitzki,DAL,40,50.0,-10.13,-6.15,-3.9800000000000004,39.87,43.85,-3.980000000000004,2.2770484173485404,1.2663077641455704
sample,7,20260919031638,20260919031639,436,shared,Greg Oden,OKC,30,59.0,-0.29,1.16,-1.45,58.71,60.16,-1.4499999999999957,1.1218221108914053,0.8612886750783282
sample,7,20260919031638,20260919031639,446,shared,Zaza Pachulia,CLE,34,54.0,-3.62,-5.38,1.7599999999999998,50.38,48.62,1.7600000000000051,1.8574447529068019,1.0128467731392472
sample,7,20260919031638,20260919031639,451,shared,Tony Parker,OKC,36,57.0,-3.2,-3.47,0.27,53.8,53.53,0.269999999999996,1.740776559556978,1.0488570017409475
sample,7,20260919031638,20260919031639,454,shared,Chris Paul (PO),LAC,33,77.0,-0.39,-0.72,0.32999999999999996,76.61,76.28,0.3299999999999983,0.723278171336114,0.6043612539305654
sample,7,20260919031638,20260919031639,457,shared,Nikola Peković,MEM,32,56.0,-0.91,-1.45,0.5399999999999999,55.09,54.55,0.5400000000000063,1.1555312740261616,0.6871842709362765
sample,7,20260919031638,20260919031639,464,shared,Paul Pierce (PO),MIA,41,55.0,-9.38,-5.58,-3.8000000000000007,45.62,49.42,-3.8000000000000043,1.6500994766462664,1.288488269330389
sample,7,20260919031638,20260919031639,481,shared,Zach Randolph,OKC,37,52.0,-5.54,-5.12,-0.41999999999999993,46.46,46.88,-0.4200000000000017,2.854802793521645,1.3653726320101864
sample,7,20260919031638,20260919031639,483,shared,JJ Redick,DEN,34,57.0,-1.27,-1.15,-0.1200000000000001,55.73,55.85,-0.12000000000000455,0.8744984132332516,0.6415731927193978
sample,7,20260919031638,20260919031639,493,shared,Nate Robinson,SAC,34,56.0,-1.77,-1.54,-0.22999999999999998,54.23,54.46,-0.23000000000000398,1.2621530426340157,0.6878454136877798
sample,7,20260919031638,20260919031639,497,shared,Rajon Rondo (TO),UTA,32,67.0,-0.55,-1.11,0.56,66.45,65.89,0.5600000000000023,0.8689364217539194,0.750689918365335
sample,7,20260919031638,20260919031639,498,shared,Derrick Rose (PO),OKC,30,64.0,0.03,1.38,-1.3499999999999999,64.03,65.38,-1.3499999999999943,0.9369518599580171,0.7625051746802387
sample,7,20260919031638,20260919031639,515,shared,Kevin Séraphin (PO),WAS,29,58.0,-0.95,-0.04,-0.9099999999999999,57.05,57.96,-0.9100000000000037,1.8660983983496777,0.6951491374031356
sample,7,20260919031638,20260919031639,516,shared,Ramon Sessions,CHA,32,58.0,-0.66,-1.51,0.85,57.34,56.49,0.8500000000000014,0.878704280245187,0.717670192393766
sample,7,20260919031638,20260919031639,519,shared,Iman Shumpert (PO),CHI,28,59.0,-0.49,-0.23,-0.26,58.51,58.77,-0.2600000000000051,1.3295020712942711,0.7227193316379688
sample,7,20260919031638,20260919031639,526,shared,Donald Sloan,MIN,30,54.0,-2.01,-1.97,-0.039999999999999813,51.99,52.03,-0.03999999999999915,2.0621406941390403,1.0866964115653879
sample,7,20260919031638,20260919031639,528,shared,Greg Smith,POR,27,60.0,-0.05,-0.28,0.23000000000000004,59.95,59.72,0.23000000000000398,0.8453676505795954,0.6369117408688315
sample,7,20260919031638,20260919031639,532,shared,Josh Smith (PO),SAC,33,70.0,-0.14,-0.24,0.09999999999999998,69.86,69.76,0.09999999999999432,0.8290191356493087,0.6834257143762644
sample,7,20260919031638,20260919031639,533,shared,J.R. Smith (PO),WAS,33,58.0,-1.95,-1.65,-0.30000000000000004,56.05,56.35,-0.30000000000000426,1.282161999881214,0.6871842709362765
sample,7,20260919031638,20260919031639,536,shared,Tiago Splitter,SAC,33,57.0,-1.76,-1.7,-0.06000000000000005,55.24,55.3,-0.05999999999999517,1.2642720586898368,0.6435381994422819
sample,7,20260919031638,20260919031639,545,shared,Rodney Stuckey (PO),CHI,32,64.0,-1.29,-1.73,0.43999999999999995,62.71,62.27,0.4399999999999977,0.967084549174748,0.6794977348874474
sample,7,20260919031638,20260919031639,547,shared,Jeff Teague (PO),DET,30,69.0,-0.06,1.07,-1.1300000000000001,68.94,70.07,-1.1299999999999955,0.8017657281452498,0.7555184185763314
sample,7,20260919031638,20260919031639,553,shared,Isaiah Thomas,DAL,29,55.0,-0.45,-0.06,-0.39,54.55,54.94,-0.39000000000000057,2.166666666666667,1.229436924577732
sample,7,20260919031638,20260919031639,560,shared,Klay Thompson,MIN,28,63.0,-0.7,-0.05,-0.6499999999999999,62.3,62.95,-0.6500000000000057,0.9481507786158797,0.7299508769967217
sample,7,20260919031638,20260919031639,562,shared,Tristan Thompson,NYK,27,54.0,-0.74,-1.05,0.31000000000000005,53.26,52.95,0.30999999999999517,2.611629005162498,1.659834481221096
sample,7,20260919031638,20260919031639,564,shared,Marcus Thornton (TO),CHI,31,62.0,-0.89,-1.09,0.20000000000000007,61.11,60.91,0.20000000000000284,1.053085893453093,0.8176709965419212
sample,7,20260919031638,20260919031639,580,shared,Greivis Vásquez (PO),MIN,31,61.0,-0.56,-1.54,0.98,60.44,59.46,0.9799999999999969,1.0182178925788314,0.6100173867368143
sample,7,20260919031638,20260919031639,585,shared,Dwyane Wade (PO),OKC,36,62.0,-2.59,-2.84,0.25,59.41,59.16,0.25,0.8176709965419212,0.7208300490378851
sample,7,20260919031638,20260919031639,589,shared,Kemba Walker,WAS,28,69.0,-0.21,0.4,-0.61,68.79,69.4,-0.6099999999999994,0.7692971999287284,0.8040302522073698
sample,7,20260919031638,20260919031639,593,shared,John Wall,POR,28,62.0,0.56,1.27,-0.71,62.56,63.27,-0.7100000000000009,0.9025217197084258,0.6794977348874472
sample,7,20260919031638,20260919031639,604,shared,Russell Westbrook (PO),OKC,30,78.0,0.47,0.62,-0.15000000000000002,78.47,78.62,-0.15000000000000568,0.6735253251633255,0.4878317312145634
sample,7,20260919031638,20260919031639,618,shared,Deron Williams,HOU,34,61.0,-1.52,-1.48,-0.040000000000000036,59.48,59.52,-0.04000000000000625,0.8816880045536161,0.6739001514626733
sample,7,20260919031638,20260919031639,619,shared,Derrick Williams,IND,27,49.0,-0.77,-0.08,-0.6900000000000001,48.23,48.92,-0.6900000000000048,3.0578760701843457,2.464618314129682
sample,7,20260919031638,20260919031639,621,shared,Jordan Williams,DET,28,66.0,-0.15,0.73,-0.88,65.85,66.73,-0.8800000000000097,0.9142530206997327,0.7227193316379686
sample,7,20260919031638,20260919031639,622,shared,Lou Williams (PO),CHI,32,66.0,-0.57,-0.94,0.37,65.43,65.06,0.37000000000000455,0.8791065253018446,0.722229992188196
sample,7,20260919031638,20260919031639,624,shared,Marvin Williams (TO),SAC,32,62.0,-0.54,-1.21,0.6699999999999999,61.46,60.79,0.6700000000000017,0.9472981248655237,0.6558978733019494
sample,7,20260919031638,20260919031639,625,shared,Reggie Williams,CHI,32,54.0,-2.07,-5.39,3.32,51.93,48.61,3.3200000000000003,1.804903534174823,0.8864296789692769
sample,7,20260919031638,20260919031639,631,shared,Brandan Wright,SA,31,57.0,-0.96,-1.49,0.53,56.04,55.51,0.5300000000000011,1.072333432239707,0.5594911107696913
sample,7,20260919031638,20260919031639,633,shared,Dorell Wright (PO),MIN,33,65.0,-1.65,-1.53,-0.11999999999999988,63.35,63.47,-0.11999999999999744,0.7833494518006403,0.6735253251633257
sample,7,20260919031638,20260919031639,637,shared,Thaddeus Young,CLE,30,67.0,-0.52,0.5,-1.02,66.48,67.5,-1.019999999999996,0.8584693919818557,0.5595813731096785
sample,7,20260919031638,20260919031639,668,shared,Thanasis Antetokounmpo,DEN,26,43.0,0.85,-0.92,1.77,43.85,42.08,1.7700000000000031,4.93467426493483,4.217998951104083
sample,7,20260919031638,20260919031639,672,shared,Keith Appling,UTA,26,38.0,2.05,4.34,-2.29,40.05,42.34,-2.2900000000000063,3.812194680604374,3.9369269664795588
sample,7,20260919031638,20260919031639,698,shared,Harrison Barnes,TOR,26,76.0,1.65,1.36,0.2899999999999998,77.65,77.36,0.29000000000000625,0.7159792333764037,0.6279677016721754
sample,7,20260919031638,20260919031639,723,shared,Dāvis Bertāns,ORL,26,56.0,0.36,0.02,0.33999999999999997,56.36,56.02,0.3399999999999963,2.0126870325286768,1.3407370202898694
sample,7,20260919031638,20260919031639,729,shared,Sim Bhullar,MIA,26,57.0,-0.16,-0.05,-0.11,56.84,56.95,-0.10999999999999943,1.4614231337150705,2.1619996355786983
sample,7,20260919031638,20260919031639,738,shared,Tarik Black,CHA,27,43.0,0.4,0.43,-0.02999999999999997,43.4,43.43,-0.030000000000001137,3.9260847436270936,3.009261797460727
sample,7,20260919031638,20260919031639,745,shared,Bojan Bogdanović,ORL,29,49.0,-1.24,-1.15,-0.09000000000000008,47.76,47.85,-0.09000000000000341,4.415583057465201,1.486470975026408
sample,7,20260919031638,20260919031639,774,shared,Malcolm Brogdon,MIN,26,62.0,0.23,-0.17,0.4,62.23,61.83,0.3999999999999986,0.9412542674323426,0.7114503609961951
sample,7,20260919031638,20260919031639,777,shared,Anthony Brown,IND,26,56.0,0.24,-0.22,0.45999999999999996,56.24,55.78,0.46000000000000085,1.0552418459933028,1.6054201124234544
sample,7,20260919031638,20260919031639,782,shared,Jabari Brown,CHI,26,47.0,0.68,-1.67,2.35,47.68,45.33,2.3500000000000014,3.961634189895056,4.180413685971591
sample,7,20260919031638,20260919031639,787,shared,Markel Brown,BOS,26,45.0,-0.61,-2.34,1.73,44.39,42.66,1.730000000000004,3.34511554057524,3.3460967762997593
sample,7,20260919031638,20260919031639,797,shared,Reggie Bullock,ORL,27,56.0,-0.9,-1.49,0.59,55.1,54.51,0.5900000000000034,0.9692233691951196,0.9373829893308653
sample,7,20260919031638,20260919031639,798,shared,Trey Burke,BOS,26,65.0,1.88,0.9,0.9799999999999999,66.88,65.9,0.9799999999999898,1.0078479923865382,1.0871146130092182
sample,7,20260919031638,20260919031639,802,shared,Dwight Buycks,LAL,29,40.0,0.05,-2.14,2.19,40.05,37.86,2.1899999999999977,6.027504299526305,2.9882598564544165
sample,7,20260919031638,20260919031639,807,shared,Nick Calathes,NOL,29,42.0,-0.81,-2.56,1.75,41.19,39.44,1.75,4.416898221488684,3.619029391615069
sample,7,20260919031638,20260919031639,820,shared,Michael Carter-Williams,TOR,27,63.0,0.47,0.57,-0.09999999999999998,63.47,63.57,-0.10000000000000142,0.9582707489445915,0.6072790781740126
sample,7,20260919031638,20260919031639,853,shared,Jordan Clarkson,POR,26,63.0,1.02,0.66,0.36,64.02,63.66,0.35999999999999943,0.9209130295966105,0.8314524227597941
sample,7,20260919031638,20260919031639,887,shared,Jae Crowder (PO),LAL,28,64.0,0.12,0.73,-0.61,64.12,64.73,-0.6099999999999994,0.844231764817738,1.1534314198963196
sample,7,20260919031638,20260919031639,912,shared,Nando De Colo,POR,31,61.0,-0.72,-1.31,0.5900000000000001,60.28,59.69,0.5900000000000034,0.8297498710363553,0.7874649262672021
sample,7,20260919031638,20260919031639,914,shared,Bryce Dejean-Jones,HOU,26,34.0,1.3,-1.28,2.58,35.3,32.72,2.5799999999999983,4.418738793507999,5.706774283890394
sample,7,20260919031638,20260919031639,928,shared,Gorgui Dieng,GSW,28,51.0,-1.69,-0.55,-1.14,49.31,50.45,-1.1400000000000006,2.7476160465745467,1.7371461561068393
sample,7,20260919031638,20260919031639,1247,shared,Cleanthony Early,BOS,27,53.0,-0.08,1.03,-1.11,52.92,54.03,-1.1099999999999994,2.414936684867575,1.5599469040433211
sample,7,20260919031638,20260919031639,1250,shared,Jarell Eddie,BOS,27,51.0,-0.36,-0.09,-0.27,50.64,50.91,-0.269999999999996,3.154346047899467,2.335907670791944
sample,7,20260919031638,20260919031639,1265,shared,James Ennis III,IND,28,36.0,0.66,-2.32,2.98,36.66,33.68,2.979999999999997,6.1038487609843095,4.310850767938314
sample,7,20260919031638,20260919031639,1277,shared,Cristiano Felício,MEM,26,38.0,1.15,-0.57,1.7199999999999998,39.15,37.43,1.7199999999999989,4.321370433582664,4.3444031101911325
sample,7,20260919031638,20260919031639,1294,shared,Evan Fournier,NOL,26,46.0,0.14,-0.84,0.98,46.14,45.16,0.980000000000004,3.3665616545278616,3.080469595580019
sample,7,20260919031638,20260919031639,1331,shared,Rudy Gobert,DEN,26,32.0,1.0,-0.67,1.67,33.0,31.33,1.6700000000000017,5.354126134736337,5.208879365316905
sample,7,20260919031638,20260919031639,1341,shared,Jerian Grant,SA,26,53.0,0.37,-2.43,2.8000000000000003,53.37,50.57,2.799999999999997,2.385372088375313,1.5715590920477602
sample,7,20260919031638,20260919031639,1361,shared,P.J. Hairston,DAL,26,48.0,-1.01,-3.05,2.04,46.99,44.95,2.039999999999999,3.186128393742811,2.1337830965283944
sample,7,20260919031638,20260919031639,1375,shared,Tim Hardaway Jr.,NYK,26,51.0,-0.63,-1.75,1.12,50.37,49.25,1.1199999999999974,2.6917569644296564,3.0330669213677024
sample,7,20260919031638,20260919031639,1402,shared,John Henson,IND,28,59.0,-0.57,0.7,-1.27,58.43,59.7,-1.2700000000000031,1.8104913111856646,0.7035264706814484
sample,7,20260919031638,20260919031639,1410,shared,Buddy Hield,SAC,26,48.0,0.98,0.08,0.9,48.98,48.08,0.8999999999999986,4.037651082328222,2.5689678782725096
sample,7,20260919031638,20260919031639,1426,shared,Rodney Hood,ORL,26,58.0,0.0,-0.46,0.46,58.0,57.54,0.46000000000000085,1.263312944586414,0.6878454136877798
sample,7,20260919031638,20260919031639,1452,shared,Joe Ingles,ORL,31,52.0,-2.15,-5.23,3.0800000000000005,49.85,46.77,3.0799999999999983,2.275805995530579,1.0035794523463089
sample,7,20260919031638,20260919031639,1483,shared,John Jenkins,MIA,27,55.0,0.19,0.45,-0.26,55.19,55.45,-0.2600000000000051,2.5492918406665193,1.305582419667734
sample,7,20260919031638,20260919031639,1505,shared,Tyler Johnson,ATL,26,57.0,-0.1,-0.69,0.59,56.9,56.31,0.5899999999999963,1.2018504251546631,1.8073642844113238
sample,7,20260919031638,20260919031639,1519,shared,Kevin Jones,WAS,29,62.0,-0.65,0.82,-1.47,61.35,62.82,-1.4699999999999989,1.0384039812533599,0.7437279832918169
sample,7,20260919031638,20260919031639,1523,shared,Terrence Jones (PO),DAL,26,63.0,0.86,1.03,-0.17000000000000004,63.86,64.03,-0.1700000000000017,0.9103223982122312,0.7028800779936816
sample,7,20260919031638,20260919031639,1538,shared,Ryan Kelly,PHI,27,49.0,0.18,-0.8,0.98,49.18,48.2,0.9799999999999969,3.734577714691542,1.6757329166907264
sample,7,20260919031638,20260919031639,1570,shared,Doron Lamb (PO),PHI,27,60.0,-0.55,-0.72,0.16999999999999993,59.45,59.28,0.1700000000000017,0.8918825850158446,0.620849857416868
sample,7,20260919031638,20260919031639,1590,shared,Meyers Leonard,TOR,26,46.0,0.84,3.45,-2.6100000000000003,46.84,49.45,-2.6099999999999994,3.2246525143624143,2.0018930434905253
sample,7,20260919031638,20260919031639,1597,shared,Damian Lillard,ATL,28,63.0,-0.1,1.33,-1.4300000000000002,62.9,64.33,-1.4299999999999997,0.8348471099367217,0.8047209190618557
sample,7,20260919031638,20260919031639,1627,shared,Boban Marjanović,LAL,30,55.0,-0.83,0.23,-1.06,54.17,55.23,-1.0599999999999952,1.3784415149367095,0.8391313449880262
sample,7,20260919031638,20260919031639,1656,shared,CJ McCollum,LAL,27,40.0,0.68,-1.34,2.02,40.68,38.66,2.020000000000003,4.91108825809391,4.889113860755788
sample,7,20260919031638,20260919031639,1657,shared,T.J. McConnell,SAC,26,47.0,0.91,-0.88,1.79,47.91,46.12,1.7899999999999991,3.539374481059007,4.795368135561184
sample,7,20260919031638,20260919031639,1664,shared,Doug McDermott,NOL,26,51.0,-0.05,-0.62,0.57,50.95,50.38,0.5700000000000003,2.491906089642216,2.058635421336133
sample,7,20260919031638,20260919031639,1696,shared,Quincy Miller,ATL,26,66.0,0.41,-0.29,0.7,66.41,65.71,0.7000000000000028,0.9111542241585779,0.7560530150830442
sample,7,20260919031638,20260919031639,1697,shared,Elijah Millsap,LAL,31,40.0,-0.83,-2.31,1.48,39.17,37.69,1.480000000000004,2.582204054248575,1.2688577540449522
sample,7,20260919031638,20260919031639,1702,shared,Nikola Mirotić,TOR,27,67.0,0.14,0.57,-0.42999999999999994,67.14,67.57,-0.4299999999999926,0.8764021953879441,0.7555184185763314
sample,7,20260919031638,20260919031639,1730,shared,Arnett Moultrie (PO),NYK,28,55.0,-0.43,0.31,-0.74,54.57,55.31,-0.740000000000002,2.0163723802307887,1.6859191061030276
sample,7,20260919031638,20260919031639,1732,shared,Shabazz Muhammad,CHA,26,50.0,-1.11,0.06,-1.1700000000000002,48.89,50.06,-1.1700000000000017,1.8526257642120343,2.688621741466596
sample,7,20260919031638,20260919031639,1734,shared,Xavier Munford,PHI,26,61.0,0.23,0.01,0.22,61.23,61.01,0.21999999999999886,0.9412542674323425,0.6275654418770872
sample,7,20260919031638,20260919031639,1750,shared,Shabazz Napier,CHA,27,43.0,-0.07,0.05,-0.12000000000000001,42.93,43.05,-0.11999999999999744,4.880915214724932,3.0529833066538488
sample,7,20260919031638,20260919031639,1756,shared,Raul Neto,GSW,26,58.0,0.49,-0.21,0.7,58.49,57.79,0.7000000000000028,1.0963207522979725,0.7288430017583492
sample,7,20260919031638,20260919031639,1791,shared,Victor Oladipo,NOL,26,56.0,-0.19,-1.22,1.03,55.81,54.78,1.0300000000000011,2.281657203867311,2.086899977275268
sample,7,20260919031638,20260919031639,1794,shared,Kelly Olynyk,LAL,27,60.0,0.0,0.41,-0.41,60.0,60.41,-0.4099999999999966,0.8989331499509895,0.9959006887326575
sample,7,20260919031638,20260919031639,1817,shared,Adreian Payne,ATL,27,47.0,0.01,0.72,-0.71,47.01,47.72,-0.7100000000000009,4.814739574651693,3.5987652203375413
sample,7,20260919031638,20260919031639,1899,shared,Austin Rivers,POR,26,49.0,0.24,-0.23,0.47,49.24,48.77,0.46999999999999886,3.005449595772199,2.3988844208603433
sample,7,20260919031638,20260919031639,1911,shared,Thomas Robinson (TO),TOR,27,56.0,-0.46,-0.42,-0.040000000000000036,55.54,55.58,-0.03999999999999915,1.6902572872109427,0.7545150292028179
sample,7,20260919031638,20260919031639,1915,shared,Terrence Ross,MIL,27,59.0,-0.7,-0.7,0.0,58.3,58.3,0.0,1.5666989036012806,1.3446489534747752
sample,7,20260919031638,20260919031639,1954,shared,Tornike Shengelia,IND,27,57.0,-0.33,-0.31,-0.020000000000000018,56.67,56.69,-0.01999999999999602,2.094027099860337,0.7479939501726932
sample,7,20260919031638,20260919031639,1990,shared,Tony Snell,MEM,27,61.0,0.01,0.12,-0.11,61.01,61.12,-0.10999999999999943,0.9897964284119082,0.8199531891048611
sample,7,20260919031638,20260919031639,2001,shared,Alex Stepheson,LAL,31,40.0,-2.44,-6.36,3.9200000000000004,37.56,33.64,3.9200000000000017,2.442552068239408,0.6438520439863918
sample,7,20260919031638,20260919031639,2012,shared,Jared Sullinger,MIL,26,61.0,0.71,0.01,0.7,61.71,61.01,0.7000000000000028,0.9022418766829681,0.7034546786030247
